delivery_id,order_id,personnel_id,pickup_time,estimated_delivery_time,actual_delivery_time,delivery_status,distance_km,delivery_rating,customer_feedback
236,236,24,2026-02-25 13:10:44,2026-02-25 13:45:44,2026-02-25 13:42:44,in_transit,10.67,3.88,Good experience
237,237,21,2026-04-16 13:15:44,2026-04-16 14:18:44,2026-04-16 14:30:44,pending,21.18,3.14,
238,238,41,2026-04-13 12:57:44,2026-04-13 13:54:44,2026-04-13 14:20:44,pending,8.81,,
239,239,44,2026-03-28 13:16:44,2026-03-28 13:53:44,2026-03-28 13:57:44,in_transit,10.12,,Good experience
240,240,16,2026-02-04 13:29:44,2026-02-04 14:47:44,2026-02-04 14:44:44,in_transit,8.02,4.07,Great service!
241,241,23,2026-02-19 13:12:44,2026-02-19 13:55:44,2026-02-19 14:09:44,in_transit,17.32,4.96,
242,242,29,2026-04-05 12:50:44,2026-04-05 14:17:44,2026-04-05 14:26:44,assigned,18.24,,Great service!
243,243,29,2026-02-11 13:13:44,2026-02-11 14:40:44,2026-02-11 14:37:44,pending,3.4,4.61,Great service!
244,244,5,2026-03-13 13:08:44,2026-03-13 13:36:44,2026-03-13 13:41:44,failed,14.46,3.88,
245,245,12,2026-04-03 13:30:44,2026-04-03 14:33:44,2026-04-03 14:21:44,assigned,4.29,,Good experience
246,246,34,2026-04-03 13:24:44,2026-04-03 14:50:44,2026-04-03 15:13:44,failed,21.23,,Great service!
247,247,13,2026-01-27 12:54:44,2026-01-27 14:19:44,2026-01-27 14:13:44,picked_up,18.98,,
248,248,10,2026-02-24 13:14:44,2026-02-24 13:49:44,2026-02-24 13:45:44,assigned,2.71,3.43,
249,249,15,2026-03-01 12:46:44,2026-03-01 14:06:44,2026-03-01 14:00:44,picked_up,21.62,3.55,Great service!
250,250,7,2026-04-19 13:03:44,2026-04-19 13:30:44,2026-04-19 13:36:44,in_transit,22.01,4.08,
251,251,34,2026-03-09 13:08:44,2026-03-09 14:11:44,,picked_up,12.77,,Great service!
252,252,40,2026-03-22 12:55:44,2026-03-22 13:47:44,2026-03-22 13:51:44,delivered,18.15,3.32,
253,253,23,2026-04-10 12:58:44,2026-04-10 13:35:44,2026-04-10 13:25:44,failed,5.85,3.37,
254,254,6,2026-02-25 13:01:44,2026-02-25 13:40:44,2026-02-25 13:28:44,failed,4.48,4.62,
255,255,25,2026-04-11 13:11:44,2026-04-11 14:07:44,,delivered,2.98,3.25,
256,256,50,2026-04-12 12:50:44,2026-04-12 13:38:44,2026-04-12 14:04:44,picked_up,13.18,3.61,
257,257,40,2026-03-11 12:56:44,2026-03-11 14:18:44,2026-03-11 14:19:44,failed,21.54,,
258,258,47,2026-02-26 13:18:44,2026-02-26 13:58:44,2026-02-26 14:22:44,picked_up,7.21,3.16,Fast delivery
259,259,3,2026-03-23 13:27:44,2026-03-23 14:17:44,2026-03-23 14:31:44,delivered,18.42,3.88,Fast delivery
260,260,13,2026-02-25 12:46:44,2026-02-25 13:32:44,2026-02-25 13:30:44,pending,11.73,4.13,Good experience
261,261,29,2026-03-28 13:24:44,2026-03-28 13:47:44,2026-03-28 13:56:44,pending,5.14,4.76,Great service!
262,262,2,2026-04-19 12:48:44,2026-04-19 14:15:44,2026-04-19 14:06:44,picked_up,5.11,,
263,263,9,2026-04-13 12:54:44,2026-04-13 14:06:44,2026-04-13 14:13:44,pending,20.24,4.06,Fast delivery
264,264,6,2026-03-04 13:05:44,2026-03-04 13:59:44,2026-03-04 14:14:44,assigned,8.39,3.32,
265,265,26,2026-03-26 13:30:44,2026-03-26 14:38:44,2026-03-26 14:57:44,in_transit,6.16,4.99,
266,266,34,2026-02-18 12:59:44,2026-02-18 14:25:44,2026-02-18 14:16:44,in_transit,14.09,4.0,Fast delivery
267,267,2,2026-03-01 13:15:44,2026-03-01 13:44:44,2026-03-01 13:33:44,pending,17.65,,
268,268,29,2026-04-01 13:27:44,2026-04-01 14:07:44,2026-04-01 13:52:44,assigned,10.38,3.17,Good experience
269,269,36,2026-02-24 13:09:44,2026-02-24 14:24:44,2026-02-24 14:18:44,failed,18.0,4.99,
270,270,10,2026-01-30 13:08:44,2026-01-30 14:37:44,2026-01-30 15:03:44,delivered,4.11,3.47,Fast delivery
271,271,35,2026-02-19 13:13:44,2026-02-19 14:32:44,,delivered,6.16,3.44,Fast delivery
272,272,41,2026-02-14 13:24:44,2026-02-14 14:41:44,2026-02-14 15:09:44,failed,6.7,4.77,Good experience
273,273,31,2026-04-09 12:58:44,2026-04-09 14:09:44,2026-04-09 14:14:44,delivered,9.74,3.68,Fast delivery
274,274,12,2026-02-17 13:30:44,2026-02-17 14:19:44,2026-02-17 14:45:44,picked_up,22.18,,Good experience
275,275,17,2026-04-16 13:15:44,2026-04-16 13:54:44,2026-04-16 13:51:44,picked_up,5.38,,Good experience
276,276,37,2026-03-24 13:25:44,2026-03-24 13:58:44,2026-03-24 13:48:44,failed,19.95,4.0,Fast delivery
277,277,16,2026-01-22 12:57:44,2026-01-22 13:31:44,2026-01-22 13:22:44,delivered,11.85,3.9,
278,278,39,2026-02-05 12:48:44,2026-02-05 13:56:44,2026-02-05 14:12:44,failed,5.86,3.3,
279,279,44,2026-03-07 13:18:44,2026-03-07 14:00:44,2026-03-07 14:10:44,picked_up,17.47,3.04,
280,280,1,2026-02-27 12:47:44,2026-02-27 13:35:44,2026-02-27 13:53:44,pending,24.04,4.79,Great service!
281,281,4,2026-01-26 13:11:44,2026-01-26 13:57:44,2026-01-26 13:54:44,in_transit,7.24,4.16,Good experience
282,282,48,2026-02-05 13:22:44,2026-02-05 14:01:44,2026-02-05 14:17:44,assigned,7.23,4.55,
283,283,39,2026-04-06 12:55:44,2026-04-06 14:22:44,2026-04-06 14:20:44,pending,11.44,4.7,Great service!
284,284,6,2026-02-26 12:48:44,2026-02-26 13:15:44,2026-02-26 13:20:44,assigned,15.14,4.63,
285,285,9,2026-02-06 13:00:44,2026-02-06 13:59:44,2026-02-06 14:20:44,failed,24.59,,
286,286,20,2026-04-08 13:27:44,2026-04-08 13:53:44,2026-04-08 13:51:44,delivered,15.2,4.9,Good experience
287,287,15,2026-04-17 13:28:44,2026-04-17 14:08:44,2026-04-17 14:11:44,in_transit,9.8,3.57,Good experience
288,288,43,2026-03-20 13:04:44,2026-03-20 14:16:44,2026-03-20 14:45:44,picked_up,10.3,4.43,
289,289,18,2026-04-11 12:58:44,2026-04-11 14:09:44,2026-04-11 14:16:44,pending,16.66,3.49,Fast delivery
290,290,27,2026-02-07 13:23:44,2026-02-07 14:44:44,2026-02-07 14:52:44,assigned,5.56,,
291,291,18,2026-03-10 13:23:44,2026-03-10 14:31:44,2026-03-10 14:19:44,assigned,3.39,4.59,
292,292,18,2026-03-14 12:53:44,2026-03-14 14:11:44,2026-03-14 13:56:44,in_transit,15.2,3.05,Good experience
293,293,50,2026-03-17 13:04:44,2026-03-17 13:49:44,2026-03-17 13:46:44,assigned,7.76,,Fast delivery
294,294,29,2026-02-02 13:05:44,2026-02-02 13:30:44,2026-02-02 13:54:44,in_transit,11.47,4.87,
295,295,10,2026-02-20 13:28:44,2026-02-20 14:41:44,,failed,19.09,4.99,Fast delivery
296,296,30,2026-02-16 13:06:44,2026-02-16 13:35:44,2026-02-16 14:02:44,in_transit,13.29,4.9,
297,297,45,2026-02-28 13:09:44,2026-02-28 13:44:44,2026-02-28 13:31:44,in_transit,9.81,3.97,Fast delivery
298,298,26,2026-02-26 12:50:44,2026-02-26 13:18:44,2026-02-26 13:39:44,in_transit,7.98,4.96,Great service!
299,299,10,2026-01-28 12:59:44,2026-01-28 13:29:44,2026-01-28 13:38:44,in_transit,16.11,,Fast delivery
300,300,6,2026-01-22 13:22:44,2026-01-22 14:29:44,2026-01-22 14:36:44,picked_up,3.37,3.3,Good experience
301,301,19,2026-03-03 12:55:44,2026-03-03 14:10:44,2026-03-03 14:04:44,assigned,20.23,4.6,Good experience
302,302,36,2026-02-12 13:29:44,2026-02-12 13:50:44,2026-02-12 13:45:44,picked_up,11.42,4.62,Great service!
303,303,8,2026-02-08 13:03:44,2026-02-08 14:10:44,2026-02-08 13:59:44,in_transit,19.66,4.16,Good experience
304,304,6,2026-04-07 12:59:44,2026-04-07 14:26:44,2026-04-07 14:20:44,in_transit,2.37,4.28,Great service!
305,305,39,2026-02-22 13:10:44,2026-02-22 13:47:44,2026-02-22 14:17:44,in_transit,12.1,,
306,306,18,2026-03-18 13:18:44,2026-03-18 14:19:44,2026-03-18 14:24:44,picked_up,7.07,4.51,Great service!
307,307,20,2026-04-14 13:23:44,2026-04-14 14:11:44,2026-04-14 14:26:44,in_transit,15.31,4.01,Fast delivery
308,308,36,2026-03-20 13:31:44,2026-03-20 14:45:44,2026-03-20 15:04:44,delivered,19.43,4.44,Great service!
309,309,38,2026-03-23 13:23:44,2026-03-23 13:55:44,2026-03-23 14:07:44,failed,10.41,3.79,
310,310,2,2026-01-22 13:21:44,2026-01-22 14:19:44,2026-01-22 14:39:44,assigned,18.49,4.98,
311,311,46,2026-04-18 13:19:44,2026-04-18 14:32:44,2026-04-18 14:26:44,picked_up,12.77,4.12,Good experience
312,312,28,2026-04-06 12:49:44,2026-04-06 13:35:44,2026-04-06 14:05:44,in_transit,11.61,3.35,
313,313,8,2026-04-02 12:56:44,2026-04-02 13:45:44,2026-04-02 14:14:44,delivered,3.04,,
314,314,5,2026-03-05 13:03:44,2026-03-05 14:03:44,2026-03-05 13:50:44,in_transit,5.11,4.7,Great service!
315,315,3,2026-03-25 12:46:44,2026-03-25 13:09:44,2026-03-25 13:33:44,assigned,22.18,3.32,
316,316,23,2026-01-24 13:05:44,2026-01-24 13:53:44,2026-01-24 13:41:44,delivered,11.6,4.63,Great service!
317,317,36,2026-03-07 13:27:44,2026-03-07 14:55:44,2026-03-07 14:43:44,assigned,23.36,,Fast delivery
318,318,33,2026-03-14 13:22:44,2026-03-14 14:04:44,2026-03-14 14:32:44,assigned,15.33,3.67,Fast delivery
319,319,26,2026-04-20 13:02:44,2026-04-20 13:44:44,,failed,14.25,3.89,Great service!
320,320,1,2026-03-23 13:24:44,2026-03-23 14:43:44,2026-03-23 15:12:44,failed,20.52,3.01,
321,321,47,2026-03-18 13:03:44,2026-03-18 14:21:44,2026-03-18 14:44:44,delivered,19.64,,
322,322,34,2026-04-10 13:09:44,2026-04-10 14:35:44,2026-04-10 14:38:44,delivered,4.99,4.69,
323,323,43,2026-03-06 12:57:44,2026-03-06 13:24:44,2026-03-06 13:50:44,in_transit,5.77,4.01,
324,324,7,2026-03-14 13:27:44,2026-03-14 13:56:44,2026-03-14 13:58:44,delivered,9.82,3.81,Fast delivery
325,325,12,2026-04-14 12:58:44,2026-04-14 13:31:44,2026-04-14 13:30:44,pending,9.56,,Fast delivery
326,326,26,2026-03-09 13:02:44,2026-03-09 13:38:44,2026-03-09 13:56:44,in_transit,4.68,3.09,
327,327,10,2026-02-08 12:58:44,2026-02-08 14:06:44,2026-02-08 14:26:44,failed,12.27,3.12,Good experience
328,328,41,2026-04-07 13:15:44,2026-04-07 13:38:44,2026-04-07 13:54:44,in_transit,5.62,,
329,329,30,2026-04-18 13:23:44,2026-04-18 13:54:44,2026-04-18 14:10:44,pending,14.4,,Good experience
330,330,46,2026-02-04 12:55:44,2026-02-04 14:18:44,2026-02-04 14:32:44,failed,14.94,3.38,
331,331,3,2026-04-15 12:56:44,2026-04-15 13:52:44,2026-04-15 14:17:44,failed,20.75,4.99,Fast delivery
332,332,17,2026-01-27 13:28:44,2026-01-27 13:48:44,2026-01-27 14:14:44,in_transit,14.2,3.99,Great service!
333,333,24,2026-02-19 12:53:44,2026-02-19 13:26:44,2026-02-19 13:44:44,in_transit,7.76,,Fast delivery
334,334,50,2026-03-22 13:02:44,2026-03-22 13:44:44,2026-03-22 14:13:44,in_transit,7.58,4.36,
335,335,21,2026-03-04 12:46:44,2026-03-04 14:15:44,2026-03-04 14:28:44,delivered,11.07,4.57,Fast delivery
336,336,11,2026-04-17 13:01:44,2026-04-17 14:30:44,2026-04-17 14:20:44,picked_up,13.04,4.35,Good experience
337,337,9,2026-03-28 12:55:44,2026-03-28 14:04:44,2026-03-28 14:24:44,failed,24.28,,
338,338,26,2026-03-22 13:16:44,2026-03-22 14:18:44,,failed,3.51,3.57,
339,339,44,2026-03-06 13:06:44,2026-03-06 13:36:44,2026-03-06 13:58:44,assigned,2.87,3.59,Great service!
340,340,15,2026-01-31 12:54:44,2026-01-31 13:49:44,2026-01-31 14:07:44,assigned,22.69,,Great service!
341,341,20,2026-02-26 13:09:44,2026-02-26 13:31:44,2026-02-26 13:41:44,assigned,8.89,4.69,Great service!
342,342,1,2026-04-11 13:12:44,2026-04-11 13:51:44,2026-04-11 13:53:44,delivered,24.12,3.68,Good experience
343,343,34,2026-03-26 13:13:44,2026-03-26 14:06:44,2026-03-26 14:17:44,picked_up,13.98,4.4,Great service!
344,344,35,2026-02-24 13:28:44,2026-02-24 14:05:44,2026-02-24 13:59:44,picked_up,13.82,,
345,345,11,2026-04-15 12:55:44,2026-04-15 13:43:44,2026-04-15 13:54:44,delivered,13.66,,Good experience
346,346,22,2026-03-15 13:25:44,2026-03-15 14:27:44,,picked_up,18.27,3.75,Great service!
347,347,1,2026-02-18 12:49:44,2026-02-18 13:10:44,2026-02-18 13:38:44,delivered,8.55,4.66,Good experience
348,348,3,2026-03-23 13:25:44,2026-03-23 13:54:44,2026-03-23 13:48:44,pending,3.54,,Fast delivery
349,349,12,2026-03-12 13:29:44,2026-03-12 14:07:44,2026-03-12 14:25:44,pending,18.92,3.78,
350,350,45,2026-02-16 13:24:44,2026-02-16 13:44:44,2026-02-16 14:10:44,delivered,24.98,4.35,Fast delivery
351,351,20,2026-02-24 12:46:44,2026-02-24 14:07:44,2026-02-24 13:54:44,assigned,4.17,4.86,Great service!
352,352,11,2026-01-24 13:12:44,2026-01-24 13:40:44,2026-01-24 14:07:44,failed,16.62,4.39,
353,353,43,2026-04-19 13:09:44,2026-04-19 14:01:44,,delivered,14.44,4.81,Good experience
354,354,9,2026-01-27 13:04:44,2026-01-27 13:58:44,2026-01-27 14:12:44,pending,22.99,3.24,
355,355,41,2026-04-12 12:47:44,2026-04-12 14:17:44,2026-04-12 14:28:44,failed,22.2,,Good experience
356,356,7,2026-03-11 12:46:44,2026-03-11 14:07:44,2026-03-11 13:54:44,assigned,2.09,4.09,Fast delivery
357,357,18,2026-04-15 12:51:44,2026-04-15 14:02:44,2026-04-15 14:00:44,picked_up,4.46,,Fast delivery
358,358,3,2026-01-27 12:52:44,2026-01-27 13:31:44,2026-01-27 13:35:44,pending,4.84,,Good experience
359,359,39,2026-02-05 12:57:44,2026-02-05 14:15:44,2026-02-05 14:00:44,in_transit,11.8,,Great service!
360,360,26,2026-04-05 12:46:44,2026-04-05 13:22:44,2026-04-05 13:51:44,failed,9.43,4.96,Fast delivery
361,361,11,2026-02-27 13:23:44,2026-02-27 14:30:44,2026-02-27 14:36:44,pending,2.76,3.27,Good experience
362,362,28,2026-02-05 12:50:44,2026-02-05 14:04:44,2026-02-05 14:27:44,pending,14.23,,
363,363,9,2026-01-30 13:20:44,2026-01-30 14:38:44,2026-01-30 14:58:44,pending,14.6,3.07,
364,364,20,2026-04-16 12:51:44,2026-04-16 14:11:44,2026-04-16 13:58:44,picked_up,2.97,,Good experience
365,365,25,2026-04-15 12:51:44,2026-04-15 13:59:44,,assigned,11.42,3.51,
366,366,37,2026-03-28 13:00:44,2026-03-28 14:17:44,2026-03-28 14:21:44,picked_up,11.65,4.14,Good experience
367,367,17,2026-02-25 12:56:44,2026-02-25 14:17:44,2026-02-25 14:16:44,in_transit,5.2,3.87,Great service!
368,368,34,2026-03-30 13:25:44,2026-03-30 14:47:44,2026-03-30 15:09:44,delivered,20.11,,
369,369,25,2026-04-07 13:07:44,2026-04-07 14:09:44,2026-04-07 13:55:44,delivered,5.02,4.05,Great service!
370,370,38,2026-02-17 12:56:44,2026-02-17 13:40:44,,delivered,20.84,4.97,Fast delivery
371,371,31,2026-04-04 12:54:44,2026-04-04 14:15:44,2026-04-04 14:45:44,pending,5.17,4.94,Good experience
372,372,46,2026-02-21 13:23:44,2026-02-21 14:05:44,2026-02-21 14:24:44,pending,20.15,,Good experience
373,373,16,2026-04-01 13:15:44,2026-04-01 13:47:44,,failed,10.05,3.38,Great service!
374,374,38,2026-01-29 12:52:44,2026-01-29 14:09:44,2026-01-29 14:13:44,picked_up,21.11,4.26,Fast delivery
375,375,7,2026-03-15 12:52:44,2026-03-15 13:48:44,2026-03-15 14:02:44,assigned,17.16,4.22,
376,376,42,2026-03-21 13:28:44,2026-03-21 14:41:44,2026-03-21 14:33:44,assigned,8.13,,
377,377,29,2026-01-24 13:22:44,2026-01-24 14:14:44,2026-01-24 14:28:44,assigned,21.31,,
378,378,14,2026-03-25 13:10:44,2026-03-25 13:42:44,2026-03-25 13:45:44,picked_up,11.88,4.47,Fast delivery
379,379,6,2026-01-20 13:17:44,2026-01-20 13:46:44,2026-01-20 14:12:44,delivered,10.57,3.45,
380,380,5,2026-02-27 12:59:44,2026-02-27 13:45:44,2026-02-27 13:46:44,picked_up,21.71,4.17,Fast delivery
381,381,5,2026-04-17 12:48:44,2026-04-17 13:51:44,2026-04-17 13:38:44,assigned,12.97,4.94,
382,382,17,2026-01-20 13:11:44,2026-01-20 14:01:44,,picked_up,13.45,,
383,383,17,2026-04-08 13:12:44,2026-04-08 14:03:44,2026-04-08 13:58:44,delivered,16.44,4.4,Great service!
384,384,38,2026-03-03 13:15:44,2026-03-03 13:46:44,2026-03-03 13:54:44,in_transit,17.86,4.66,Good experience
385,385,4,2026-02-06 13:21:44,2026-02-06 13:57:44,2026-02-06 14:03:44,pending,24.87,,
386,386,8,2026-04-02 12:59:44,2026-04-02 13:42:44,2026-04-02 13:58:44,in_transit,4.48,3.78,
387,387,44,2026-02-28 13:12:44,2026-02-28 13:38:44,2026-02-28 13:49:44,failed,12.0,,
388,388,38,2026-01-27 12:57:44,2026-01-27 13:31:44,2026-01-27 13:24:44,delivered,12.53,,Fast delivery
389,389,7,2026-04-19 13:19:44,2026-04-19 14:09:44,2026-04-19 14:14:44,pending,5.07,3.38,Fast delivery
390,390,37,2026-04-03 13:31:44,2026-04-03 14:05:44,2026-04-03 13:54:44,assigned,6.73,3.08,
391,391,42,2026-02-20 13:13:44,2026-02-20 14:17:44,2026-02-20 14:35:44,delivered,7.28,3.01,Great service!
392,392,34,2026-01-21 13:10:44,2026-01-21 13:58:44,,in_transit,23.72,4.16,Fast delivery
393,393,49,2026-03-23 12:51:44,2026-03-23 14:06:44,2026-03-23 14:34:44,delivered,16.56,,Good experience
394,394,39,2026-02-04 12:48:44,2026-02-04 14:18:44,2026-02-04 14:38:44,assigned,3.45,3.4,
395,395,30,2026-02-06 13:21:44,2026-02-06 14:03:44,2026-02-06 14:31:44,in_transit,20.79,,Fast delivery
396,396,41,2026-01-25 13:07:44,2026-01-25 14:19:44,2026-01-25 14:34:44,delivered,10.81,3.36,Good experience
397,397,11,2026-04-02 13:06:44,2026-04-02 14:36:44,2026-04-02 14:30:44,picked_up,2.17,3.57,Great service!
398,398,8,2026-02-08 13:10:44,2026-02-08 14:27:44,2026-02-08 14:14:44,assigned,17.42,4.81,Good experience
399,399,46,2026-03-04 13:21:44,2026-03-04 14:45:44,2026-03-04 15:15:44,delivered,9.0,3.14,Great service!
400,400,5,2026-02-06 13:19:44,2026-02-06 14:17:44,2026-02-06 14:39:44,picked_up,4.6,4.81,
401,401,29,2026-01-28 13:08:44,2026-01-28 13:51:44,2026-01-28 13:58:44,failed,8.32,4.02,Great service!
402,402,34,2026-04-18 12:46:44,2026-04-18 13:33:44,2026-04-18 13:20:44,delivered,5.25,,Good experience
403,403,5,2026-03-29 12:49:44,2026-03-29 13:10:44,2026-03-29 13:33:44,failed,7.89,,Good experience
404,404,11,2026-04-09 13:05:44,2026-04-09 13:50:44,2026-04-09 14:19:44,pending,12.84,4.0,Great service!
405,405,18,2026-04-10 13:31:44,2026-04-10 14:35:44,2026-04-10 14:32:44,failed,2.16,,Fast delivery
406,406,41,2026-03-27 13:27:44,2026-03-27 14:24:44,2026-03-27 14:45:44,assigned,18.91,3.99,Great service!
407,407,11,2026-01-30 13:23:44,2026-01-30 14:41:44,2026-01-30 15:06:44,pending,8.95,3.89,Fast delivery
408,408,23,2026-03-08 13:04:44,2026-03-08 13:55:44,2026-03-08 13:48:44,picked_up,20.35,4.02,Great service!
409,409,2,2026-04-16 12:57:44,2026-04-16 14:20:44,2026-04-16 14:46:44,failed,13.78,3.31,
410,410,22,2026-03-28 13:24:44,2026-03-28 14:48:44,2026-03-28 15:16:44,delivered,22.56,,Fast delivery
411,411,21,2026-03-20 13:13:44,2026-03-20 14:25:44,2026-03-20 14:32:44,delivered,14.93,3.45,
412,412,28,2026-04-17 13:04:44,2026-04-17 14:18:44,2026-04-17 14:38:44,in_transit,6.75,,
413,413,40,2026-04-14 13:28:44,2026-04-14 13:48:44,2026-04-14 13:36:44,in_transit,10.0,3.94,Fast delivery
414,414,33,2026-03-29 12:57:44,2026-03-29 13:40:44,2026-03-29 13:51:44,in_transit,10.86,4.9,Good experience
415,415,8,2026-04-08 13:20:44,2026-04-08 14:14:44,2026-04-08 14:16:44,picked_up,7.31,,
416,416,39,2026-03-07 12:56:44,2026-03-07 14:26:44,,delivered,13.77,4.94,Fast delivery
417,417,24,2026-03-24 13:20:44,2026-03-24 14:42:44,2026-03-24 14:39:44,picked_up,20.04,,
418,418,43,2026-03-31 13:03:44,2026-03-31 13:45:44,2026-03-31 14:02:44,assigned,10.07,4.53,
419,419,22,2026-01-27 12:49:44,2026-01-27 14:03:44,2026-01-27 14:14:44,assigned,9.59,3.76,Great service!
420,420,33,2026-03-02 12:55:44,2026-03-02 14:22:44,,pending,24.69,4.42,Good experience
421,421,41,2026-04-14 13:10:44,2026-04-14 14:20:44,2026-04-14 14:32:44,pending,9.38,3.4,
422,422,37,2026-02-22 13:26:44,2026-02-22 14:42:44,2026-02-22 14:50:44,in_transit,23.22,4.3,Fast delivery
423,423,49,2026-03-16 13:10:44,2026-03-16 13:36:44,2026-03-16 13:23:44,pending,5.91,,
424,424,49,2026-01-29 13:01:44,2026-01-29 14:20:44,2026-01-29 14:13:44,picked_up,24.7,4.94,Great service!
425,425,40,2026-02-10 13:21:44,2026-02-10 14:24:44,2026-02-10 14:39:44,picked_up,23.04,,
426,426,39,2026-02-28 12:57:44,2026-02-28 13:27:44,2026-02-28 13:19:44,pending,11.21,,Fast delivery
427,427,48,2026-02-20 13:25:44,2026-02-20 14:41:44,2026-02-20 14:55:44,picked_up,21.38,3.93,Good experience
428,428,3,2026-03-07 12:56:44,2026-03-07 13:21:44,2026-03-07 13:28:44,delivered,19.46,3.47,Good experience
429,429,39,2026-03-13 13:28:44,2026-03-13 14:10:44,2026-03-13 14:01:44,failed,11.88,4.43,Fast delivery
430,430,26,2026-02-17 12:51:44,2026-02-17 13:14:44,2026-02-17 13:32:44,delivered,19.46,,Good experience
431,431,48,2026-03-31 13:01:44,2026-03-31 14:31:44,,delivered,6.53,,Fast delivery
432,432,31,2026-02-20 13:20:44,2026-02-20 13:53:44,2026-02-20 14:23:44,picked_up,17.46,4.03,Good experience
433,433,41,2026-02-26 12:46:44,2026-02-26 13:31:44,,picked_up,4.22,4.83,Good experience
434,434,48,2026-04-09 13:29:44,2026-04-09 14:02:44,2026-04-09 14:13:44,pending,10.93,,
435,435,8,2026-04-17 12:52:44,2026-04-17 14:16:44,,failed,12.22,3.7,
436,436,24,2026-02-02 13:17:44,2026-02-02 14:42:44,2026-02-02 14:43:44,assigned,12.19,3.01,
437,437,35,2026-02-02 13:28:44,2026-02-02 14:52:44,2026-02-02 15:21:44,delivered,17.59,4.34,Good experience
438,438,23,2026-02-27 13:27:44,2026-02-27 14:21:44,2026-02-27 14:12:44,in_transit,12.95,4.44,Good experience
439,439,36,2026-02-22 12:47:44,2026-02-22 14:11:44,2026-02-22 14:23:44,in_transit,4.89,4.15,Fast delivery
440,440,13,2026-03-31 13:14:44,2026-03-31 13:55:44,2026-03-31 13:55:44,in_transit,21.8,,Fast delivery
441,441,31,2026-02-18 13:18:44,2026-02-18 13:50:44,,failed,16.83,,Fast delivery
442,442,8,2026-02-02 13:20:44,2026-02-02 14:35:44,2026-02-02 14:36:44,delivered,16.15,,Great service!
443,443,37,2026-03-26 13:16:44,2026-03-26 13:45:44,2026-03-26 13:59:44,delivered,14.2,4.07,Good experience
444,444,11,2026-03-20 13:12:44,2026-03-20 14:03:44,2026-03-20 14:23:44,delivered,14.57,,Fast delivery
445,445,5,2026-04-04 13:20:44,2026-04-04 14:24:44,2026-04-04 14:31:44,assigned,3.96,4.36,
446,446,35,2026-02-04 12:51:44,2026-02-04 13:53:44,,delivered,23.27,,
447,447,38,2026-01-29 13:11:44,2026-01-29 13:43:44,2026-01-29 13:36:44,pending,18.35,4.36,
448,448,6,2026-03-28 13:24:44,2026-03-28 14:20:44,2026-03-28 14:26:44,delivered,9.79,4.99,
449,449,34,2026-02-15 12:46:44,2026-02-15 14:10:44,2026-02-15 14:33:44,failed,13.44,4.61,
450,450,43,2026-01-26 13:30:44,2026-01-26 14:31:44,2026-01-26 14:54:44,assigned,20.59,4.48,Great service!
451,451,41,2026-03-12 13:01:44,2026-03-12 13:27:44,2026-03-12 13:57:44,picked_up,3.5,3.23,
452,452,40,2026-02-21 13:23:44,2026-02-21 14:50:44,2026-02-21 15:10:44,assigned,18.27,4.93,Fast delivery
453,453,35,2026-02-15 13:25:44,2026-02-15 14:34:44,2026-02-15 14:52:44,delivered,15.94,4.57,
454,454,45,2026-04-13 13:17:44,2026-04-13 13:53:44,2026-04-13 13:57:44,failed,20.46,3.93,Great service!
455,455,27,2026-02-08 12:54:44,2026-02-08 13:39:44,2026-02-08 13:47:44,in_transit,4.31,4.38,Good experience
456,456,13,2026-04-18 13:29:44,2026-04-18 14:45:44,2026-04-18 14:42:44,failed,11.59,,
457,457,22,2026-02-21 13:26:44,2026-02-21 13:47:44,2026-02-21 14:06:44,in_transit,3.77,3.46,
458,458,50,2026-02-14 12:48:44,2026-02-14 14:06:44,2026-02-14 14:19:44,pending,13.82,,
459,459,32,2026-03-31 13:04:44,2026-03-31 14:04:44,2026-03-31 14:30:44,delivered,8.11,,Good experience
460,460,8,2026-04-18 13:31:44,2026-04-18 14:51:44,2026-04-18 14:54:44,assigned,4.81,3.38,Great service!
461,461,32,2026-02-06 13:12:44,2026-02-06 13:53:44,2026-02-06 14:14:44,assigned,12.19,,
462,462,8,2026-04-12 12:54:44,2026-04-12 13:49:44,2026-04-12 14:05:44,pending,3.09,,
463,463,6,2026-03-25 13:27:44,2026-03-25 14:14:44,,delivered,24.3,3.94,Great service!
464,464,32,2026-02-17 13:02:44,2026-02-17 14:05:44,2026-02-17 14:01:44,failed,24.13,3.83,Fast delivery
